"repDB","treename","geog","eco","family","genus","dataType","inTopoConstraint","oneToOne"
"Diporiphora_bennettii","Diporiphora_bennettii","Diporiphora_bennettii","Diporiphora_bennettii","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_bilineata","Diporiphora_bilineata","Diporiphora_bilineata","Diporiphora_bilineata","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_carpentariensis",NA,NA,NA,"Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_convergens",NA,"Diporiphora_convergens","Diporiphora_convergens","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_gracilis",NA,NA,NA,"Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_granulifera",NA,NA,NA,"Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_jugularis",NA,NA,NA,"Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_lalliae","Diporiphora_lalliae","Diporiphora_lalliae","Diporiphora_lalliae","Agamidae","Diporiphora","genomic",TRUE,TRUE
"Diporiphora_linga","Diporiphora_linga","Diporiphora_linga","Diporiphora_linga","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_magna","Diporiphora_magna","Diporiphora_magna","Diporiphora_magna","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_margaretae",NA,"Diporiphora_margaretae","Diporiphora_margaretae","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_nobbi","Diporiphora_nobbi","Diporiphora_nobbi","Diporiphora_nobbi","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_pallida",NA,NA,NA,"Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_paraconvergens",NA,"Diporiphora_paraconvergens","Diporiphora_paraconvergens","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_perplexa",NA,NA,NA,"Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_phaeospinosa","Diporiphora_phaeospinosa","Diporiphora_phaeospinosa","Diporiphora_phaeospinosa","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_pindan","Diporiphora_pindan","Diporiphora_pindan","Diporiphora_pindan","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_reginae","Diporiphora_reginae","Diporiphora_reginae","Diporiphora_reginae","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_sobria","Diporiphora_sobria","Diporiphora_arnhemica","Diporiphora_arnhemica","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_superba","Diporiphora_superba","Diporiphora_superba","Diporiphora_superba","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_valens","Diporiphora_valens","Diporiphora_valens","Diporiphora_valens","Agamidae","Diporiphora","genbank",FALSE,TRUE
"Diporiphora_vescus",NA,"Diporiphora_vescus","Diporiphora_vescus","Agamidae","Diporiphora","imputed",FALSE,TRUE
"Diporiphora_winneckei","Diporiphora_winneckei","Diporiphora_winneckei","Diporiphora_winneckei","Agamidae","Diporiphora","genomic",TRUE,TRUE
"Draco_abbreviatus",NA,"Draco_abbreviatus","Draco_abbreviatus","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_beccarii","Draco_beccarii","Draco_beccarii","Draco_beccarii","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_biaro","Draco_biaro","Draco_biaro","Draco_biaro","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_bimaculatus","Draco_bimaculatus","Draco_bimaculatus","Draco_bimaculatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_blanfordii","Draco_blanfordii","Draco_blanfordii","Draco_blanfordii","Agamidae","Draco","genbank",TRUE,TRUE
"Draco_boschmai","Draco_boschmai","Draco_boschmai","Draco_boschmai","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_caerulhians","Draco_caerulhians","Draco_caerulhians","Draco_caerulhians","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_cornutus","Draco_cornutus","Draco_cornutus","Draco_cornutus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_cristatellus","Draco_cristatellus","Draco_cristatellus","Draco_cristatellus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_cyanopterus","Draco_cyanopterus","Draco_cyanopterus","Draco_cyanopterus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_dussumieri","Draco_dussumieri","Draco_dussumieri","Draco_dussumieri","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_fimbriatus","Draco_fimbriatus","Draco_fimbriatus","Draco_fimbriatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_formosus","Draco_formosus","Draco_formosus","Draco_formosus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_guentheri","Draco_guentheri","Draco_guentheri","Draco_guentheri","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_haematopogon","Draco_haematopogon","Draco_haematopogon","Draco_haematopogon","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_indochinensis","Draco_indochinensis","Draco_indochinensis","Draco_indochinensis","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_iskandari",NA,"Draco_iskandari","Draco_iskandari","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_jareckii",NA,"Draco_jareckii","Draco_jareckii","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_lineatus","Draco_lineatus","Draco_bourouniensis, Draco_lineatus","Draco_lineatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_maculatus","Draco_maculatus","Draco_maculatus","Draco_maculatus","Agamidae","Draco","genbank",TRUE,TRUE
"Draco_maximus","Draco_maximus","Draco_maximus","Draco_maximus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_melanopogon","Draco_melanopogon","Draco_melanopogon","Draco_melanopogon","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_mindanensis","Draco_mindanensis","Draco_mindanensis","Draco_mindanensis","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_modiglianii",NA,"Draco_modiglianii","Draco_modiglianii","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_norvillii",NA,"Draco_norvillii","Draco_norvillii","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_obscurus","Draco_obscurus","Draco_obscurus","Draco_obscurus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_ornatus","Draco_ornatus","Draco_ornatus","Draco_ornatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_palawanensis","Draco_palawanensis","Draco_palawanensis","Draco_palawanensis","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_quadrasi","Draco_quadrasi","Draco_quadrasi","Draco_quadrasi","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_quinquefasciatus","Draco_quinquefasciatus","Draco_quinquefasciatus","Draco_quinquefasciatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_reticulatus","Draco_reticulatus","Draco_reticulatus","Draco_reticulatus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_rhytisma","Draco_rhytisma","Draco_rhytisma","Draco_rhytisma","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_spilonotus","Draco_spilonotus","Draco_spilonotus","Draco_spilonotus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_spilopterus","Draco_spilopterus","Draco_spilopterus","Draco_spilopterus","Agamidae","Draco","genbank",TRUE,TRUE
"Draco_sumatranus","Draco_sumatranus","Draco_sumatranus","Draco_sumatranus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_supriatnai",NA,"Draco_supriatnai","Draco_supriatnai","Agamidae","Draco","imputed",FALSE,TRUE
"Draco_taeniopterus","Draco_taeniopterus","Draco_taeniopterus","Draco_taeniopterus","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_timoriensis","Draco_timoriensis","Draco_timorensis","Draco_timoriensis","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_volans","Draco_volans","Draco_volans","Draco_volans","Agamidae","Draco","genbank",FALSE,TRUE
"Draco_walkeri","Draco_walkeri","Draco_walkeri","Draco_walkeri","Agamidae","Draco","genomic",TRUE,TRUE
"Gonocephalus_abbotti","Gonocephalus_abbotti","Gonocephalus_abbotti","Gonocephalus_abbotti","Agamidae","Gonocephalus","genomic",TRUE,TRUE
"Gonocephalus_bellii","Gonocephalus_bellii","Gonocephalus_bellii","Gonocephalus_bellii","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_beyschlagi",NA,"Gonocephalus_beyschlagi","Gonocephalus_beyschlagi","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_bornensis","Gonocephalus_bornensis","Gonocephalus_bornensis","Gonocephalus_bornensis","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_chamaeleontinus","Gonocephalus_chamaeleontinus","Gonocephalus_chamaeleontinus","Gonocephalus_chamaeleontinus","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_doriae",NA,"Gonocephalus_doriae","Gonocephalus_doriae","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_grandis","Gonocephalus_grandis","Gonocephalus_grandis","Gonocephalus_grandis","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_interruptus","Gonocephalus_interruptus","Gonocephalus_interruptus","Gonocephalus_interruptus","Agamidae","Gonocephalus","genbank",TRUE,TRUE
"Gonocephalus_klossi",NA,"Gonocephalus_klossi","Gonocephalus_klossi","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_kuhlii","Gonocephalus_kuhlii","Gonocephalus_kuhlii","Gonocephalus_kuhlii","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_lacunosus",NA,"Gonocephalus_lacunosus","Gonocephalus_lacunosus","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_liogaster",NA,"Gonocephalus_liogaster","Gonocephalus_liogaster","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_megalepis",NA,"Gonocephalus_megalepis","Gonocephalus_megalepis","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_mjobergi",NA,"Gonocephalus_mjobergi","Gonocephalus_mjobergi","Agamidae","Gonocephalus","imputed",FALSE,TRUE
"Gonocephalus_semperi","Gonocephalus_semperi","Gonocephalus_semperi","Gonocephalus_semperi","Agamidae","Gonocephalus","genbank",FALSE,TRUE
"Gonocephalus_sophiae","Gonocephalus_sophiae","Gonocephalus_sophiae","Gonocephalus_sophiae","Agamidae","Gonocephalus","genbank",TRUE,TRUE
"Gowidon_longirostris","Gowidon_longirostris","Lophognathus_longirostris","Gowidon_longirostris","Agamidae","Gowidon","genomic",TRUE,TRUE
"Harpesaurus_beccarii",NA,"Harpesaurus_beccarii","Harpesaurus_beccarii","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Harpesaurus_borneensis",NA,"Harpesaurus_borneensis","Harpesaurus_borneensis","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Harpesaurus_ensicauda",NA,"Harpesaurus_ensicauda","Harpesaurus_ensicauda","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Harpesaurus_modiglianii",NA,"Harpesaurus_modiglianii","Harpesaurus_modiglianii","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Harpesaurus_tricinctus",NA,NA,"Harpesaurus_tricinctus","Agamidae","Harpesaurus","imputed",FALSE,TRUE
"Hydrosaurus_amboinensis","Hydrosaurus_amboinensis","Hydrosaurus_amboinensis","Hydrosaurus_amboinensis","Agamidae","Hydrosaurus","genbank",FALSE,TRUE
"Hydrosaurus_pustulatus","Hydrosaurus_pustulatus","Hydrosaurus_pustulatus","Hydrosaurus_pustulatus","Agamidae","Hydrosaurus","genbank",FALSE,TRUE
"Hydrosaurus_weberi","Hydrosaurus_weberi","Hydrosaurus_weberi","Hydrosaurus_weberi","Agamidae","Hydrosaurus","genbank",FALSE,TRUE
"Hypsicalotes_kinabaluensis",NA,"Hypsicalotes_kinabaluensis","Hypsicalotes_kinabaluensis","Agamidae","Hypsicalotes","imputed",FALSE,TRUE
"Hypsilurus_auritus","Hypsilurus_auritus","Hypsilurus_auritus","Hypsilurus_auritus","Agamidae","Hypsilurus","genomic",TRUE,TRUE
"Hypsilurus_binotatus",NA,"Hypsilurus_binotatus","Hypsilurus_binotatus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_bruijnii","Hypsilurus_bruijnii","Hypsilurus_bruijnii","Hypsilurus_bruijnii","Agamidae","Hypsilurus","genbank",FALSE,TRUE
"Hypsilurus_capreolatus",NA,"Hypsilurus_capreolatus","Hypsilurus_capreolatus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_geelvinkianus",NA,"Hypsilurus_geelvinkianus","Hypsilurus_geelvinkianus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_godeffroyi","Hypsilurus_godeffroyi","Hypsilurus_godeffroyi","Hypsilurus_godeffroyi","Agamidae","Hypsilurus","genbank",FALSE,TRUE
"Hypsilurus_hikidanus",NA,"Hypsilurus_hikidanus","Hypsilurus_hikidanus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_longi",NA,"Hypsilurus_longi","Hypsilurus_longi","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_macrolepis",NA,"Hypsilurus_macrolepis","Hypsilurus_macrolepis","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_magnus","Hypsilurus_magnus","Hypsilurus_magnus","Hypsilurus_magnus","Agamidae","Hypsilurus","genomic",TRUE,TRUE
"Hypsilurus_modestus","Hypsilurus_modestus","Hypsilurus_modestus","Hypsilurus_modestus","Agamidae","Hypsilurus","genomic",TRUE,TRUE
"Hypsilurus_nigrigularis","Hypsilurus_nigrigularis","Hypsilurus_nigrigularis","Hypsilurus_nigrigularis","Agamidae","Hypsilurus","genbank",FALSE,TRUE
"Hypsilurus_ornatus",NA,"Hypsilurus_ornatus","Hypsilurus_ornatus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_papuensis","Hypsilurus_papuensis","Hypsilurus_papuensis","Hypsilurus_papuensis","Agamidae","Hypsilurus","genbank",FALSE,TRUE
"Hypsilurus_schoedei","Hypsilurus_schoedei","Hypsilurus_schoedei","Hypsilurus_schoedei","Agamidae","Hypsilurus","genomic",TRUE,TRUE
"Hypsilurus_schultzewestrumi",NA,"Hypsilurus_schultzewestrumi","Hypsilurus_schultzewestrumi","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Hypsilurus_tenuicephalus",NA,NA,"Hypsilurus_tenuicephalus","Agamidae","Hypsilurus","imputed",FALSE,TRUE
"Intellagama_lesueurii","Intellagama_lesueurii","Intellagama_lesueurii","Intellagama_lesueurii","Agamidae","Intellagama","genomic",TRUE,TRUE
"Japalura_andersoniana",NA,"Japalura_andersoniana","Japalura_andersoniana","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_dasi",NA,"Japalura_dasi","Japalura_dasi","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_kumaonensis",NA,"Japalura_kumaonensis","Japalura_kumaonensis","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_major",NA,"Japalura_major","Japalura_major","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_sagittifera",NA,"Japalura_sagittifera","Japalura_sagittifera","Agamidae","Japalura","imputed",FALSE,TRUE
"Japalura_tricarinata","Japalura_tricarinata","Japalura_tricarinata","Japalura_tricarinata","Agamidae","Japalura","genbank",FALSE,TRUE
"Japalura_variegata","Japalura_variegata","Japalura_variegata","Japalura_variegata","Agamidae","Japalura","genbank",FALSE,TRUE
"Laudakia_agrorensis","Laudakia_agrorensis","Laudakia_agrorensis","Laudakia_agrorensis","Agamidae","Laudakia","genomic",TRUE,TRUE
"Laudakia_dayana",NA,"Laudakia_dayana","Laudakia_dayana","Agamidae","Laudakia","imputed",FALSE,TRUE
"Laudakia_melanura","Laudakia_melanura","Laudakia_melanura","Laudakia_melanura","Agamidae","Laudakia","genomic",TRUE,TRUE
"Laudakia_nupta","Laudakia_nupta","Laudakia_nupta","Laudakia_nupta","Agamidae","Laudakia","genbank",FALSE,TRUE
"Laudakia_nuristanica",NA,"Laudakia_nuristanica","Laudakia_nuristanica","Agamidae","Laudakia","imputed",FALSE,TRUE
"Laudakia_pakistanica",NA,"Laudakia_pakistanica","Laudakia_pakistanica","Agamidae","Laudakia","imputed",FALSE,TRUE
"Laudakia_papenfussi","Laudakia_papenfussi","Laudakia_papenfussi","Laudakia_papenfussi","Agamidae","Laudakia","genbank",FALSE,TRUE
"Laudakia_sacra","Laudakia_sacra","Laudakia_sacra","Laudakia_sacra","Agamidae","Laudakia","genbank",FALSE,TRUE
"Laudakia_tuberculata","Laudakia_tuberculata","Laudakia_tuberculata","Laudakia_tuberculata","Agamidae","Laudakia","genbank",FALSE,TRUE
"Laudakia_wui","Laudakia_wui","Laudakia_wui","Laudakia_wui","Agamidae","Laudakia","genbank",FALSE,TRUE
"Leiolepis_belliana","Leiolepis_belliana","Leiolepis_belliana","Leiolepis_belliana","Agamidae","Leiolepis","genbank",TRUE,TRUE
"Leiolepis_boehmei","Leiolepis_boehmei","Leiolepis_boehmei","Leiolepis_boehmei","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_guentherpetersi","Leiolepis_guentherpetersi","Leiolepis_guentherpetersi","Leiolepis_guentherpetersi","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_guttata","Leiolepis_guttata","Leiolepis_guttata","Leiolepis_guttata","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_ngovantrii",NA,"Leiolepis_ngovantrii","Leiolepis_ngovantrii","Agamidae","Leiolepis","imputed",FALSE,TRUE
"Leiolepis_peguensis",NA,"Leiolepis_peguensis","Leiolepis_peguensis","Agamidae","Leiolepis","imputed",FALSE,TRUE
"Leiolepis_reevesii","Leiolepis_reevesii","Leiolepis_reevesii","Leiolepis_reevesii","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_rubritaeniata","Leiolepis_rubritaeniata","Leiolepis_rubritaeniata","Leiolepis_rubritaeniata","Agamidae","Leiolepis","genbank",FALSE,TRUE
"Leiolepis_triploida",NA,"Leiolepis_triploida","Leiolepis_triploida","Agamidae","Leiolepis","imputed",FALSE,TRUE
"Lophocalotes_achlios","Lophocalotes_achlios",NA,"Lophocalotes_achlios","Agamidae","Lophocalotes","genbank",FALSE,TRUE
"Lophocalotes_ludekingi","Lophocalotes_ludekingi","Lophocalotes_ludekingi","Lophocalotes_ludekingi","Agamidae","Lophocalotes","genbank",FALSE,TRUE
"Lophognathus_gilberti",NA,"Lophognathus_gilberti","Lophognathus_gilberti","Agamidae","Lophognathus","imputed",FALSE,TRUE
"Lophognathus_horneri",NA,NA,NA,"Agamidae","Lophognathus","imputed",FALSE,TRUE
"Lophognathus_maculilabris",NA,"Lophognathus_maculilabris","Lophognathus_maculilabris","Agamidae","Lophognathus","imputed",FALSE,TRUE
"Lophosaurus_boydii","Lophosaurus_boydii","Hypsilurus_boydii","Lophosaurus_boydii","Agamidae","Lophosaurus","genomic",TRUE,TRUE
"Lophosaurus_dilophus","Lophosaurus_dilophus","Hypsilurus_dilophus","Lophosaurus_dilophus","Agamidae","Lophosaurus","genomic",TRUE,TRUE
"Lophosaurus_spinipes","Lophosaurus_spinipes","Hypsilurus_spinipes","Lophosaurus_spinipes","Agamidae","Lophosaurus","genomic",TRUE,TRUE
"Lyriocephalus_scutatus","Lyriocephalus_scutatus","Lyriocephalus_scutatus","Lyriocephalus_scutatus","Agamidae","Lyriocephalus","genomic",TRUE,TRUE
"Malayodracon_robinsonii","Malayodracon_robinsonii","Gonocephalus_robinsonii","Malayodracon_robinsonii","Agamidae","Malayodracon","genbank",FALSE,TRUE
"Mantheyus_phuwuanensis","Mantheyus_phuwuanensis","Mantheyus_phuwuanensis","Mantheyus_phuwuanensis","Agamidae","Mantheyus","genbank",TRUE,TRUE
"Microauris_aurantolabium",NA,"Calotes_aurantolabium","Calotes_aurantolabium","Agamidae","Microauris","imputed",FALSE,TRUE
"Moloch_horridus","Moloch_horridus","Moloch_horridus","Moloch_horridus","Agamidae","Moloch","genomic",TRUE,TRUE
"Monilesaurus_acanthocephalus",NA,NA,NA,"Agamidae","Monilesaurus","imputed",FALSE,TRUE
"Monilesaurus_ellioti",NA,"Calotes_ellioti","Calotes_ellioti","Agamidae","Monilesaurus","imputed",FALSE,TRUE
"Monilesaurus_montanus",NA,NA,NA,"Agamidae","Monilesaurus","imputed",FALSE,TRUE
"Monilesaurus_rouxii",NA,"Calotes_rouxii","Calotes_rouxii","Agamidae","Monilesaurus","imputed",FALSE,TRUE
"Otocryptis_beddomei","Otocryptis_beddomei","Otocryptis_beddomei","Otocryptis_beddomei","Agamidae","Otocryptis","genbank",FALSE,TRUE
"Otocryptis_nigristigma",NA,"Otocryptis_nigristigma","Otocryptis_nigristigma","Agamidae","Otocryptis","imputed",FALSE,TRUE
"Otocryptis_wiegmanni","Otocryptis_wiegmanni","Otocryptis_wiegmanni","Otocryptis_wiegmanni","Agamidae","Otocryptis","genbank",FALSE,TRUE
"Paralaudakia_badakhshana",NA,"Paralaudakia_badakhshana","Paralaudakia_badakhshana","Agamidae","Paralaudakia","imputed",FALSE,TRUE
"Paralaudakia_bochariensis",NA,"Paralaudakia_bochariensis","Paralaudakia_bochariensis","Agamidae","Paralaudakia","imputed",FALSE,TRUE
"Paralaudakia_caucasia","Paralaudakia_caucasia","Paralaudakia_caucasia","Paralaudakia_caucasia","Agamidae","Paralaudakia","genbank",FALSE,TRUE
"Paralaudakia_erythrogaster",NA,"Paralaudakia_erythrogaster","Paralaudakia_erythrogaster","Agamidae","Paralaudakia","imputed",FALSE,TRUE
"Paralaudakia_himalayana","Paralaudakia_himalayana","Paralaudakia_himalayana","Paralaudakia_himalayana","Agamidae","Paralaudakia","genbank",FALSE,TRUE
"Paralaudakia_lehmanni","Paralaudakia_lehmanni","Paralaudakia_lehmanni","Paralaudakia_lehmanni","Agamidae","Paralaudakia","genbank",FALSE,TRUE
"Paralaudakia_microlepis","Paralaudakia_microlepis","Paralaudakia_microlepis","Paralaudakia_microlepis","Agamidae","Paralaudakia","genbank",FALSE,TRUE
"Paralaudakia_stoliczkana","Paralaudakia_stoliczkana","Paralaudakia_stoliczkana","Paralaudakia_stoliczkana","Agamidae","Paralaudakia","genbank",FALSE,TRUE
"Phoxophrys_borneensis",NA,"Phoxophrys_borneensis","Phoxophrys_borneensis","Agamidae","Phoxophrys","imputed",FALSE,TRUE
"Phoxophrys_cephalum",NA,"Phoxophrys_cephalum","Phoxophrys_cephalum","Agamidae","Phoxophrys","imputed",FALSE,TRUE
"Phoxophrys_nigrilabris","Phoxophrys_nigrilabris","Phoxophrys_nigrilabris","Phoxophrys_nigrilabris","Agamidae","Phoxophrys","genbank",FALSE,TRUE
"Phoxophrys_spiniceps",NA,"Phoxophrys_spiniceps","Phoxophrys_spiniceps","Agamidae","Phoxophrys","imputed",FALSE,TRUE
"Phoxophrys_tuberculata",NA,"Phoxophrys_tuberculata","Phoxophrys_tuberculata","Agamidae","Phoxophrys","imputed",FALSE,TRUE
"Phrynocephalus_ahvazicus","Phrynocephalus_ahvazicus","Phrynocephalus_ahvazicus","Phrynocephalus_ahvazicus","Agamidae","Phrynocephalus","genbank",FALSE,TRUE
