family,genus,species,sample,institution,voucher,type,inTopoConstraint,num_total,avg_length,SRR
Colubridae,Lygophis,Lygophis_meridionalis,LJVITT10291,NA,CHUNB41311,newly collected,TRUE,4896,960,SAMN32602602
Lamprophiidae,Prosymna,Prosymna_sundevalli,MCZ_Herp_R184512,MCZ,MCZ_Herp_R184512,newly collected,TRUE,5062,1145,SAMN09221284
Amphisbaenidae,Amphisbaena,Amphisbaena_hyporissor,MCZ_Herp_R184640,MCZ,MCZ_Herp_R184640,newly collected,TRUE,5086,1067,SAMN09221285
Colubridae,Telescopus,Telescopus_beetzi,MCZ_Herp_R184986,MCZ,MCZ_Herp_R184986,newly collected,TRUE,4968,940,SAMN09221287
Typhlopidae,Rhinotyphlops,Rhinotyphlops_schinzi,MCZ_Herp_R184998,MCZ,MCZ_Herp_R184998,newly collected,TRUE,4885,960,SAMN09221288
Gekkonidae,Hemidactylus,Hemidactylus_kamdemtohami,MCZ_Herp_R187710,MCZ,MCZ_Herp_R187710,newly collected,TRUE,5172,893,SAMN09221289
Leiocephalidae,Leiocephalus,Leiocephalus_macropus,MCZ_Herp_R189884,MCZ,MCZ_Herp_R189884,newly collected,FALSE,5323,1009,SAMN09221291
Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus_ruibali,MCZ_Herp_R189900,MCZ,MCZ_Herp_R189900,newly collected,TRUE,4900,699,SAMN09221292
Phyllodactylidae,Tarentola,Tarentola_crombiei,MCZ_Herp_R189902,MCZ,MCZ_Herp_R189902,newly collected,TRUE,5130,845,SAMN09221293
Typhlopidae,Afrotyphlops,Afrotyphlops_schlegelii,MCZ_Herp_R190405,MCZ,MCZ_Herp_R190405,newly collected,TRUE,4841,734,SAMN09221294
Diploglossidae,Celestus,Celestus_costatus,MCZ_Herp_R190692,MCZ,MCZ_Herp_R190692,newly collected,TRUE,5240,935,SAMN09221295
Diploglossidae,Celestus,Celestus_stenurus,MCZ_Herp_R190694,MCZ,MCZ_Herp_R190694,newly collected,TRUE,5247,989,SAMN09221296
Sphaerodactylidae,Aristelliger,Aristelliger_expectatus,MCZ_Herp_R190704,MCZ,MCZ_Herp_R190704,newly collected,TRUE,5153,1109,SAMN09221297
Leiocephalidae,Leiocephalus,Leiocephalus_melanochlorus,MCZ_Herp_R190725,MCZ,MCZ_Herp_R190725,newly collected,FALSE,5320,852,SAMN09221298
Dactyloidae,Anolis,Anolis_rimarum,MCZ_Herp_R190757,MCZ,MCZ_Herp_R190757,newly collected,TRUE,5312,987,SAMN09221299
Dactyloidae,Anolis,Anolis_rupinae,MCZ_Herp_R190775,MCZ,MCZ_Herp_R190775,newly collected,TRUE,5298,1033,SAMN09221300
Lamprophiidae,Lycophidion,Lycophidion_namibianum,MCZ_Herp_R193283,MCZ,MCZ_Herp_R193283,newly collected,TRUE,4723,768,SAMN09221301
Diploglossidae,Celestus,Celestus_sepsoides,MCZ_Herp_R193420,MCZ,MCZ_Herp_R193420,newly collected,TRUE,5237,1060,SAMN09221303
Dactyloidae,Anolis,Anolis_nelsoni,MCZ_Herp_R194261,MCZ,MCZ_Herp_R194261,newly collected,TRUE,5292,903,SAMN09221304
Colubridae,Grayia,Grayia_smithii,MCZ182627,MCZ,MCZ182627,newly collected,TRUE,5023,777,SAMN09221282
Colubridae,Grayia,Grayia_ornata,MCZ188643,MCZ,MCZ188643,newly collected,TRUE,4971,934,SAMN09221290
Colubridae,Telescopus,Telescopus_semiannulatus,MCZ38506,MCZ,MCZ38506,newly collected,TRUE,5010,1180,SAMN09221286
Scincidae,Carlia,Carlia_johnstonei,MCZA28608,MCZ,MCZA28608,newly collected,TRUE,5207,891,SAMN32602780
Colubridae,Geophis,Geophis_semidoliatus,MVZ_Herp_137110,MVZ,MVZ_Herp_137110,newly collected,TRUE,4957,901,SAMN09221305
Colubridae,Geophis,Geophis_mutitorques,MVZ_Herp_137111,MVZ,MVZ_Herp_137111,newly collected,TRUE,4982,938,SAMN09221306
Anguidae,Mesaspis,Mesaspis_moreletii,MVZ_Herp_143473,MVZ,MVZ_Herp_143473,newly collected,TRUE,5125,857,SAMN09221307
Colubridae,Tropidodipsas,Tropidodipsas_fischeri,MVZ_Herp_143527,MVZ,MVZ_Herp_143527,newly collected,TRUE,5065,888,SAMN09221309
Colubridae,Rhadinaea,Rhadinaea_taeniata,MVZ_Herp_144487,MVZ,MVZ_Herp_144487,newly collected,TRUE,5043,927,SAMN09221310
Colubridae,Geophis,Geophis_zeledoni,MVZ_Herp_149886,MVZ,MVZ_Herp_149886,newly collected,TRUE,4994,847,SAMN09221311
Colubridae,Geophis,Geophis_brachycephalus,MVZ_Herp_149887,MVZ,MVZ_Herp_149887,newly collected,TRUE,4858,902,SAMN09221312
Colubridae,Geophis,Geophis_laticinctus,MVZ_Herp_150187,MVZ,MVZ_Herp_150187,newly collected,TRUE,4975,910,SAMN09221313
Iguanidae,Ctenosaura,Ctenosaura_clarki,MVZ_Herp_162071,MVZ,MVZ_Herp_162071,newly collected,TRUE,5265,895,SAMN09221314
Colubridae,Salvadora,Salvadora_intermedia,MVZ_Herp_164789,MVZ,MVZ_Herp_164789,newly collected,TRUE,5011,1020,SAMN09221315
Anguidae,Abronia,Abronia_martindelcampoi,MVZ_Herp_164922,MVZ,MVZ_Herp_164922,newly collected,TRUE,5016,822,SAMN09221316
Colubridae,Trimorphodon,Trimorphodon_tau,MVZ_Herp_164978,MVZ,MVZ_Herp_164978,newly collected,TRUE,5048,1012,SAMN09221317
Anguidae,Abronia,Abronia_fuscolabialis,MVZ_Herp_177806,MVZ,MVZ_Herp_177806,newly collected,TRUE,5140,869,SAMN09221319
Eublepharidae,Coleonyx,Coleonyx_switaki,MVZ_Herp_189994,MVZ,MVZ_Herp_189994,newly collected,FALSE,5128,992,SAMN09221320
Anguidae,Mesaspis,Mesaspis_viridiflava,MVZ_Herp_191057,MVZ,MVZ_Herp_191057,newly collected,TRUE,5299,871,SAMN09221321
Anguidae,Abronia,Abronia_taeniata,MVZ_Herp_191074,MVZ,MVZ_Herp_191074,newly collected,TRUE,5194,1024,SAMN09221322
Sphaerodactylidae,Aristelliger,Aristelliger_hechti,MVZ_Herp_193268,MVZ,MVZ_Herp_193268,newly collected,TRUE,5236,837,SAMN09221323
Liolaemidae,Liolaemus,Liolaemus_valdesianus,MVZ_Herp_196648,MVZ,MVZ_Herp_196648,newly collected,TRUE,5228,1000,SAMN09221324
Dactyloidae,Anolis,Anolis_tropidolepis,MVZ_Herp_204055,MVZ,MVZ_Herp_204055,newly collected,TRUE,5291,811,SAMN09221325
Diploglossidae,Celestus,Celestus_cyanochloris,MVZ_Herp_204069,MVZ,MVZ_Herp_204069,newly collected,TRUE,5158,967,SAMN09221326
Colubridae,Geophis,Geophis_hoffmanni,MVZ_Herp_204105,MVZ,MVZ_Herp_204105,newly collected,TRUE,5007,894,SAMN09221327
Colubridae,Ninia,Ninia_psephota,MVZ_Herp_204114,MVZ,MVZ_Herp_204114,newly collected,TRUE,4921,841,SAMN09221328
Colubridae,Ninia,Ninia_maculata,MVZ_Herp_204122,MVZ,MVZ_Herp_204122,newly collected,TRUE,4946,738,SAMN09221329
Colubridae,Rhadinaea,Rhadinaea_pulveriventris,MVZ_Herp_204129,MVZ,MVZ_Herp_204129,newly collected,TRUE,4994,1001,SAMN09221330
Anguidae,Mesaspis,Mesaspis_monticola,MVZ_Herp_207341,MVZ,MVZ_Herp_207341,newly collected,TRUE,5242,943,SAMN09221331
Alopoglossidae,Ptychoglossus,Ptychoglossus_plicatus,MVZ_Herp_207360,MVZ,MVZ_Herp_207360,newly collected,FALSE,5048,781,SAMN09221332
Colubridae,Sibon,Sibon_anthracops,MVZ_Herp_215680,MVZ,MVZ_Herp_215680,newly collected,TRUE,4910,692,SAMN09221333
Colubridae,Sibon,Sibon_longifrenis,MVZ_Herp_215681,MVZ,MVZ_Herp_215681,newly collected,TRUE,4911,919,SAMN09221334
Colubridae,Pliocercus,Pliocercus_euryzonus,MVZ_Herp_215696,MVZ,MVZ_Herp_215696,newly collected,TRUE,5035,939,SAMN09221335
Colubridae,Opisthotropis,Opisthotropis_jacobi,MVZ_Herp_226568,MVZ,MVZ_Herp_226568,newly collected,TRUE,4981,1012,SAMN09221337
Gekkonidae,Ptenopus,Ptenopus_garrulus,MVZ_Herp_226810,MVZ,MVZ_Herp_226810,newly collected,TRUE,5077,703,SAMN09221338
Anniellidae,Anniella,Anniella_stebbinsi,MVZ_Herp_228860,MVZ,MVZ_Herp_228860,newly collected,TRUE,5226,949,SAMN09221339
Colubridae,Scaphiodontophis,Scaphiodontophis_venustissimus,MVZ_Herp_233297,MVZ,MVZ_Herp_233297,newly collected,TRUE,5051,984,SAMN09221340
Lacertidae,Acanthodactylus,Acanthodactylus_arabicus,MVZ_Herp_236579,MVZ,MVZ_Herp_236579,newly collected,TRUE,5150,609,SAMN09221341
Agamidae,Aphaniotis,Aphaniotis_acutirostris,MVZ_Herp_239462,MVZ,MVZ_Herp_239462,newly collected,TRUE,5206,984,SAMN09221342
Agamidae,Draco,Draco_walkeri,MVZ_Herp_239464,MVZ,MVZ_Herp_239464,newly collected,TRUE,5065,662,SAMN09221343
Liolaemidae,Liolaemus,Liolaemus_tregenzai,MVZ_Herp_240678,MVZ,MVZ_Herp_240678,newly collected,TRUE,5275,994,SAMN09221344
Colubridae,Dipsadoboa,Dipsadoboa_brevirostris,MVZ_Herp_245373,MVZ,MVZ_Herp_245373,newly collected,TRUE,5013,922,SAMN09221345
Colubridae,Meizodon,Meizodon_coronatus,MVZ_Herp_245377,MVZ,MVZ_Herp_245377,newly collected,TRUE,4831,836,SAMN09221346
Colubridae,Rhamnophis,Rhamnophis_aethiopissa,MVZ_Herp_245384,MVZ,MVZ_Herp_245384,newly collected,TRUE,5037,1000,SAMN09221347
Agamidae,Laudakia,Laudakia_melanura,MVZ_Herp_248402,MVZ,MVZ_Herp_248402,newly collected,TRUE,5179,973,SAMN09221348
Colubridae,Lytorhynchus,Lytorhynchus_maynardi,MVZ_Herp_248463,MVZ,MVZ_Herp_248463,newly collected,TRUE,5036,1060,SAMN09221349
Colubridae,Spalerosophis,Spalerosophis_arenarius,MVZ_Herp_248464,MVZ,MVZ_Herp_248464,newly collected,TRUE,5016,963,SAMN09221350
Viperidae,Causus,Causus_maculatus,MVZ_Herp_249821,MVZ,MVZ_Herp_249821,newly collected,TRUE,4977,1057,SAMN09221351
Gekkonidae,Cnemaspis,Cnemaspis_spinicollis,MVZ_Herp_252459,MVZ,MVZ_Herp_252459,newly collected,TRUE,5074,850,SAMN09221352
Scincidae,Cophoscincopus,Cophoscincopus_simulans,MVZ_Herp_252470,MVZ,MVZ_Herp_252470,newly collected,TRUE,5187,1045,SAMN09221353
Colubridae,Thelotornis,Thelotornis_kirtlandii,MVZ_Herp_252602,MVZ,MVZ_Herp_252602,newly collected,TRUE,4978,820,SAMN09221354
Colubridae,Dipsadoboa,Dipsadoboa_weileri,MVZ_Herp_253208,MVZ,MVZ_Herp_253208,newly collected,TRUE,4965,795,SAMN09221355
Colubridae,Thrasops,Thrasops_flavigularis,MVZ_Herp_253440,MVZ,MVZ_Herp_253440,newly collected,TRUE,5075,906,SAMN09221356
Colubridae,Ptyas,Ptyas_dipsas,MVZ_Herp_253587,MVZ,MVZ_Herp_253587,newly collected,TRUE,5103,903,SAMN09221357
Viperidae,Tropidolaemus,Tropidolaemus_subannulatus,MVZ_Herp_253952,MVZ,MVZ_Herp_253952,newly collected,TRUE,5016,1092,SAMN09221358
Agamidae,Bronchocela,Bronchocela_jubata,MVZ_Herp_253996,MVZ,MVZ_Herp_253996,newly collected,TRUE,5218,939,SAMN09221359
Scincidae,Tytthoscincus,Tytthoscincus_temmincki,MVZ_Herp_256131,MVZ,MVZ_Herp_256131,newly collected,TRUE,5181,981,SAMN09221360
Scincidae,Sphenomorphus,Sphenomorphus_tropidonotus,MVZ_Herp_256140,MVZ,MVZ_Herp_256140,newly collected,TRUE,5222,982,SAMN09221361
Colubridae,Geophis,Geophis_nasalis,MVZ_Herp_256839,MVZ,MVZ_Herp_256839,newly collected,TRUE,5008,904,SAMN09221362
Anniellidae,Anniella,Anniella_campi,MVZ_Herp_257729,MVZ,MVZ_Herp_257729,newly collected,TRUE,5251,1004,SAMN09221363
Agamidae,Acanthosaura,Acanthosaura_nataliae,MVZ_Herp_258141,MVZ,MVZ_Herp_258141,newly collected,TRUE,5038,756,SAMN09221364
Homalopsidae,Homalopsis,Homalopsis_nigroventralis,MVZ_Herp_258368,MVZ,MVZ_Herp_258368,newly collected,TRUE,5032,828,SAMN09221365
Colubridae,Drymobius,Drymobius_chloroticus,MVZ_Herp_263379,MVZ,MVZ_Herp_263379,newly collected,TRUE,5009,1108,SAMN09221366
Dactyloidae,Anolis,Anolis_petersii,MVZ_Herp_263594,MVZ,MVZ_Herp_263594,newly collected,TRUE,5324,796,SAMN09221368
Colubridae,Coniophanes,Coniophanes_piceivittis,MVZ_Herp_263775,MVZ,MVZ_Herp_263775,newly collected,TRUE,5001,1030,SAMN09221369
Colubridae,Mastigodryas,Mastigodryas_dorsalis,MVZ_Herp_263776,MVZ,MVZ_Herp_263776,newly collected,TRUE,5056,967.8176424,SAMN09221370
Colubridae,Tretanorhinus,Tretanorhinus_nigroluteus,MVZ_Herp_263860,MVZ,MVZ_Herp_263860,newly collected,TRUE,5027,892,SAMN09221371
Colubridae,Sibon,Sibon_merendonensis,MVZ_Herp_263880,MVZ,MVZ_Herp_263880,newly collected,TRUE,5052,973,SAMN09221372
Dactyloidae,Anolis,Anolis_campbelli,MVZ_Herp_263983,MVZ,MVZ_Herp_263983,newly collected,TRUE,5255,831,SAMN09221373
Colubridae,Geophis,Geophis_immaculatus,MVZ_Herp_264221,MVZ,MVZ_Herp_264221,newly collected,TRUE,4999,1063,SAMN09221374
Colubridae,Adelphicos,Adelphicos_veraepacis,MVZ_Herp_264310,MVZ,MVZ_Herp_264310,newly collected,TRUE,5020,1013,SAMN09221375
Teiidae,Aspidoscelis,Aspidoscelis_motaguae,MVZ_Herp_264331,MVZ,MVZ_Herp_264331,newly collected,TRUE,5211,851,SAMN09221376
Colubridae,Oligodon,Oligodon_waandersi,MVZ_Herp_268499,MVZ,MVZ_Herp_268499,newly collected,TRUE,4995,835,SAMN09221377
Colubridae,Sibon,Sibon_annulatus,MVZ_Herp_269290,MVZ,MVZ_Herp_269290,newly collected,TRUE,5026,911,SAMN09221378
Iguanidae,Iguana,Iguana_iguana,MVZ149849,MVZ,MVZ149849,newly collected,TRUE,5274,1027,SAMN15718170
Colubridae,Symphimus,Symphimus_leucostomus,MVZ175960,MVZ,MVZ175960,newly collected,TRUE,5031,1058,SAMN09221318
Agamidae,Physignathus,Physignathus_cocincinus,MVZ226496,MVZ,MVZ226496,newly collected,TRUE,5204,993,SAMN32602518
Teiidae,Tupinambis,Tupinambis_teguixin,MVZ247605,MVZ,MVZ247605,newly collected,TRUE,5261,837,SAMN15718148
Scincidae,Ophioscincus,Ophioscincus_ophioscincus,NA_ABTC32202_Op_ophi,ABTC,NA,newly collected,TRUE,5190,834,SAMN32602835
Scincidae,Calyptotis,Calyptotis_lepidorostrum,NA_ABTC51306_Ca_lepi,QM,QMJ47625,newly collected,TRUE,5207,863,SAMN32602775
Agamidae,Ctenophorus,Ctenophorus_slateri,NA_CCM2282_Ct_caud,,NA,newly collected,TRUE,5215,981,SAMN32602506
Scincidae,Ctenotus,Ctenotus_essingtonii,NA_CCM2294_Ct_essi,,NA,newly collected,TRUE,5210,1003,SAMN32602793
Varanidae,Varanus,Varanus_gouldii,NA_UMFS20560_Va_goul,UMMZ,NA,newly collected,TRUE,5309,928,SAMN32602890
Scincidae,Saproscincus,Saproscincus_spectabilis,ND246,NA,NA,newly collected,TRUE,5160,861,SAMN32602844
Scincidae,Pseudemoia,Pseudemoia_entrecasteauxii,NMVD59883,NVM,NMVD59883,newly collected,TRUE,4695,650,SAMN32602842
Scincidae,Carinascincus,Carinascincus_coventryi,NMVD60521,NVM,NMVD60521,newly collected,TRUE,5119,693,SAMN32602777
Scincidae,Anepischetosia,Anepischetosia_maccoyi,NMVD62105,NVM,NMVD62105,newly collected,TRUE,5174,887,SAMN32602769
Scincidae,Glaphyromorphus,Glaphyromorphus_darwiniensis,NTMR_20408_Gl_darw,NTM,NTMR_20408,newly collected,TRUE,5225,888,SAMN32602805
Homalopsidae,Fordonia,Fordonia_leucobalia,NTMR10697,NTM,NTMR10697,newly collected,TRUE,4952,897,SAMN15718174
Acrochordidae,Acrochordus,Acrochordus_arafurae,NTMR16167,NTM,NTMR16167,newly collected,FALSE,5071,991,SAMN15718166
Elapidae,Hydrelaps,Hydrelaps_darwiniensis,NTMR16471,NTM,NTMR16471,newly collected,TRUE,4905,1023,SAMN32602681
Elapidae,Aipysurus,Aipysurus_duboisii,NTMR17781,NTM,NTMR17781,newly collected,TRUE,4855,756,SAMN32602665
Elapidae,Emydocephalus,Emydocephalus_annulatus,NTMR17784,NTM,NTMR17784,newly collected,TRUE,4889,809,SAMN32602678
Elapidae,Acanthophis,Acanthophis_antarcticus,NTMR17880,NTM,NTMR17880,newly collected,TRUE,4969,855,SAMN32602664
Pythonidae,Antaresia,Antaresia_childreni,NTMR20537,NTM,NTMR20537,newly collected,TRUE,4238,644,SAMN32602754
Homalopsidae,Cerberus,Cerberus_australis,NTMR20845,NTM,NTMR20845,newly collected,TRUE,4906,868,SAMN32602739
Gekkonidae,Gehyra,Gehyra_australis,NTMR22179,NTM,NTMR22179,newly collected,TRUE,5098,699,SAMN32602707
Diplodactylidae,Amalosia,Amalosia_rhombifer,NTMR22764,NTM,NTMR22764,newly collected,TRUE,2684,408,SAMN32602651
Lamprophiidae,Prosymna,Prosymna_bivittata,PEM_R17431,PEM,PEM_R17431,newly collected,TRUE,5039,1066,SAMN09221443
Gymnophthalmidae,Cercosaura,Cercosaura_ocellata,PHV1022,CHUNB,CHUNB49418,newly collected,TRUE,5087,897,SAMN23818064
Scincidae,Glaphyromorphus,Glaphyromorphus_fuscicaudis,QMJ_41359_Gl_fusc,QM,QMJ_41359,newly collected,TRUE,5141,784,SAMN32602806
Scincidae,Ophioscincus,Ophioscincus_truncatus,QMJ_46127_Op_trun,QM,QMJ_46127,newly collected,TRUE,5283,884,SAMN32602836
Scincidae,Glaphyromorphus,Glaphyromorphus_mjobergi,QMJ_48381_Gl_mjob,QM,QMJ_48381,newly collected,TRUE,5227,867,SAMN32602807
Scincidae,Coeranoscincus,Coeranoscincus_frontalis,QMJ_48382_Co_fron,QM,QMJ_48382,newly collected,TRUE,5233,928,SAMN32602783
Scincidae,Glaphyromorphus,Glaphyromorphus_nigricaudis,QMJ_51110_Gl_nigr,QM,QMJ_51110,newly collected,TRUE,5204,900,SAMN32602808
Scincidae,Eremiascincus,Eremiascincus_pardalis,QMJ_51111_Er_pard,QM,QMJ_51111,newly collected,TRUE,5229,847,SAMN32602801
Scincidae,Coggeria,Coggeria_naufragus,QMJ_59237_Co_nauf,QM,QMJ_59237,newly collected,TRUE,5207,973,SAMN32602785
Scincidae,Concinnia,Concinnia_brachysoma,QMJ_60828_Eu_brac,QM,QMJ_60828,newly collected,TRUE,5308,886,SAMN32602786
Scincidae,Glaphyromorphus,Glaphyromorphus_punctulatus,QMJ_83221_Gl_punc,QM,QMJ_83221,newly collected,TRUE,5206,1022,SAMN32602810
Scincidae,Liburnascincus,Liburnascincus_coensis,QMJ_88869,QM,QMJ_88869,newly collected,TRUE,5215,948,SAMN32602821
Scincidae,Calyptotis,Calyptotis_scutirostrum,QMJ46108,QM,QMJ46108,newly collected,TRUE,5240,870,SAMN09440114
Typhlopidae,Anilios,Anilios_silvia,QMJ46128,QM,QMJ46128,newly collected,TRUE,4331,664,SAMN32602884
Diplodactylidae,Pseudothecadactylus,Pseudothecadactylus_australis,QMJ57120,QM,QMJ57120,newly collected,TRUE,4532,632,SAMN15718158
Gekkonidae,Cyrtodactylus,Cyrtodactylus_tuberculatus,QMJ60620,QM,QMJ60620,newly collected,TRUE,3827,538,SAMN32602705
Agamidae,Lophosaurus,Lophosaurus_boydii,QMJ60630,QM,QMJ60630,newly collected,TRUE,4862,612,SAMN32602515
Carphodactylidae,Phyllurus,Phyllurus_amnicola,QMJ64406,QM,QMJ64406,newly collected,TRUE,3126,416,SAMN32602548
Elapidae,Hydrophis,Hydrophis_kingii,QMJ79068,QM,QMJ79068,newly collected,TRUE,4611,555,SAMN32602682
Elapidae,Hydrophis,Hydrophis_macdowelli,QMJ81627,QM,QMJ81627,newly collected,TRUE,4983,752,SAMN32602683
Diplodactylidae,Oedura,Oedura_marmorata,R37277,NTM,MAGNT 37277,newly collected,TRUE,5187,941,SAMN32602659
Colubridae,Atractus,Atractus_elaps,RAB_00141,MUSM,MUSM_36139,newly collected,TRUE,4971,1039,SAMN32602555
Colubridae,Drymarchon,Drymarchon_corais,RAB_00246,MUSM,MUSM_36145,newly collected,TRUE,5033,811,SAMN23818096
Viperidae,Lachesis,Lachesis_muta,RAB_00321,MUSM,MUSM_36149,newly collected,TRUE,5000,950,SAMN32602906
Colubridae,Oxyrhopus,Oxyrhopus_formosus,RAB_00421,MUSM,MUSM_36152,newly collected,TRUE,5026,904,SAMN32602610
Colubridae,Atractus,Atractus_sp,RAB_00465,MUSM,MUSM_36140,newly collected,FALSE,4912,1060,SAMN32602558
Elapidae,Micrurus,Micrurus_annellatus,RAB_00510,MUSM,MUSM_36052,newly collected,TRUE,5041,937,SAMN32602686
Colubridae,Drymoluber,Drymoluber_dichrous,RAB_00524,MUSM,MUSM_36046,newly collected,TRUE,5027,1025,SAMN32602581
Scincidae,Pygomeles,Pygomeles_braconnieri,RAN_64845,UMMZ,UMMZ_228976,newly collected,TRUE,5043,622,SAMN15718153
Lamprophiidae,Liophidium,Liophidium_chabaudi,RAN_64909,UMMZ,UMMZ_229045,newly collected,TRUE,5037,725,SAMN32602746
Lamprophiidae,Leioheterodon,Leioheterodon_geayi,RAN_64983,UMMZ,UMMZ_229040_probable,newly collected,TRUE,5043,923,SAMN32602745
Scincidae,Madascincus,Madascincus_pyrurus,RAN_65020,UMMZ,UMMZ_228657,newly collected,TRUE,4571,482,SAMN32602829
Scincidae,Grandidierina,Grandidierina_lineata,RAN_65460,UMMZ,UMMZ_228985,newly collected,TRUE,5250,733,SAMN32602811
Lamprophiidae,Lycodryas,Lycodryas_inornatus,RAN39035,UMMZ,UMMZ_201639,newly collected,TRUE,5081,1060,SAMN09221390
Uropeltidae,Rhinophis,Rhinophis_erangaviraji,RAP0431,,no voucher,newly collected,TRUE,5104,1060,SAMN09221391
Colubridae,Chrysopelea,Chrysopelea_ornata,RAP0433,,no voucher,newly collected,TRUE,5047,1072,SAMN09221392
Colubridae,Aspidura,Aspidura_guentheri,RAP0437,,no voucher,newly collected,TRUE,5057,942,SAMN09221393
Colubridae,Lycodon,Lycodon_carinatus,RAP0447,,no voucher,newly collected,TRUE,5004,832,SAMN09221394
Cylindrophiidae,Cylindrophis,Cylindrophis_maculatus,RAP0448,,no voucher,newly collected,FALSE,5201,848,SAMN09221395
Colubridae,Boiga,Boiga_beddomei,RAP0450,,no voucher,newly collected,TRUE,5113,948,SAMN09221396
Viperidae,Trimeresurus,Trimeresurus_trigonocephalus,RAP0453,,no voucher,newly collected,TRUE,4046,545,SAMN09221397
Colubridae,Dendrelaphis,Dendrelaphis_bifrenalis,RAP0455,,no voucher,newly collected,TRUE,5092,1049,SAMN09221398
Colubridae,Dendrelaphis,Dendrelaphis_schokari,RAP0477,,no voucher,newly collected,TRUE,4785,727,SAMN09221399
Colubridae,Oligodon,Oligodon_arnensis,RAP0483,,no voucher,newly collected,TRUE,5023,1089,SAMN09221400
Colubridae,Sibynophis,Sibynophis_subpunctatus,RAP0491,,no voucher,newly collected,TRUE,5107,1069,SAMN09221401
Colubridae,Dendrelaphis,Dendrelaphis_tristis,RAP0492,,no voucher,newly collected,TRUE,5062,1149,SAMN09221402
Colubridae,Oligodon,Oligodon_sublineatus,RAP0504,,no voucher,newly collected,TRUE,5024,789,SAMN09221403
Uropeltidae,Rhinophis,Rhinophis_homolepis,RAP0509,,no voucher,newly collected,TRUE,5060,733,SAMN09221404
Colubridae,Ahaetulla,Ahaetulla_nasuta,RAP0517,,no voucher,newly collected,TRUE,4398,620,SAMN09221405
Colubridae,Lycodon,Lycodon_anamallensis,RAP0528,,no voucher,newly collected,TRUE,5061,1125,SAMN09221406
Colubridae,Lycodon,Lycodon_nympha,RAP0536,,no voucher,newly collected,TRUE,5091,1115,SAMN09221408
Colubridae,Chrysopelea,Chrysopelea_taprobanica,RAP0538,,no voucher,newly collected,TRUE,5074,1012,SAMN09221409
Colubridae,Boiga,Boiga_forsteni,RAP0540,,no voucher,newly collected,TRUE,5069,1087,SAMN09221410
Viperidae,Hypnale,Hypnale_zara,RAP0552,,no voucher,newly collected,TRUE,5015,1130,SAMN09221411
Colubridae,Oligodon,Oligodon_taeniolatus,RS-136,,no voucher,newly collected,TRUE,4964,815,SAMN09221412
Uropeltidae,Rhinophis,Rhinophis_saffragamus,RS-140,,no voucher,newly collected,TRUE,5111,1079,SAMN09221413
Colubridae,Boiga,Boiga_trigonata,RS-143,,no voucher,newly collected,TRUE,3927,528,SAMN09221414
Colubridae,Aspidura,Aspidura_ceylonensis,RS-145,,no voucher,newly collected,TRUE,4874,693,SAMN09221415
Colubridae,Ahaetulla,Ahaetulla_pulverulenta,RS-C,,no voucher,newly collected,TRUE,5064,1053,SAMN09221416
Colubridae,Rhabdophis,Rhabdophis_ceylonensis,RS-D,,no voucher,newly collected,TRUE,5030,930,SAMN09221417
Colubridae,Fowlea,Fowlea_asperrimus,RS-J,,no voucher,newly collected,TRUE,5036,1081,SAMN09221418
Colubridae,Aspidura,Aspidura_drummondhayi,RS-M,,no voucher,newly collected,TRUE,5084,1029,SAMN09221419
Uropeltidae,Rhinophis,Rhinophis_blythii,RS-N,,no voucher,newly collected,TRUE,5077,1169,SAMN09221420
Colubridae,Oligodon,Oligodon_calamarius,RS-OC,,no voucher,newly collected,TRUE,5017,1024,SAMN09221421
Colubridae,Atretium,Atretium_schistosum,RS-R,,no voucher,newly collected,TRUE,5029,1082,SAMN09221422
Colubridae,Aspidura,Aspidura_ravanai,RS-U,,no voucher,newly collected,TRUE,5032,908,SAMN09221423
Colubridae,Boiga,Boiga_ceylonensis,RS-Y,,no voucher,newly collected,TRUE,5087,1043,SAMN09221424
Scincidae,Eremiascincus,Eremiascincus_douglasi,SAMAR_24711_Er_doug,SAM,SAMAR_24711,newly collected,TRUE,5234,861,SAMN32602799
Scincidae,Saiphos,Saiphos_equalis,SAMAR_32533_Sa_equa,SAM,SAMAR_32533,newly collected,TRUE,5193,948,SAMN32602843
Scincidae,Eulamprus,Eulamprus_tympanum,SAMAR_32583_Eu_tymp,SAM,SAMAR_32583,newly collected,TRUE,5248,937,SAMN32602804
Scincidae,Eulamprus,Eulamprus_quoyii,SAMAR_33694_Eu_quoy,SAM,SAMAR_33694,newly collected,TRUE,5248,940,SAMN32602803
Scincidae,Calyptotis,Calyptotis_ruficauda,SAMAR_33711_Ca_rufi,SAM,SAMAR_33711,newly collected,TRUE,5238,970,SAMN32602776
Scincidae,Anomalopus,Anomalopus_leuckartii,SAMAR_33738_An_leuc,SAM,SAMAR_33738,newly collected,TRUE,5212,843,SAMN32602771
Scincidae,Hemiergis,Hemiergis_decresiensis,SAMAR_37459_He_decr,SAM,SAMAR_37459,newly collected,TRUE,5248,889,SAMN32602813
Scincidae,Coeranoscincus,Coeranoscincus_reticulatus,SAMAR_37800_Co_reti,SAM,SAMAR_37800,newly collected,TRUE,5249,883,SAMN32602784
